,location,lat,lon,id,species,datePlanted,height,DBH,canopy,canopy area [m^2]
,Bungteoi Moosi Pak Chong sub-district (Brother),1.45437E+16,1.01471E+16,1833,Mangifera indica,Feb-18,4.00,0.95,1.35,
,Bungteoi Moosi Pak Chong sub-district (Brother),1.45436E+16,1.01471E+16,1842,Mangifera indica,Feb-18,4.00,1.05,1.45,
,"89 Moo 15 Tumtaopattana village Klangdong sub-district, Pak Chong",1.46913E+16,1.01244E+17,899,Mangifera indica,Apr-19,4.10,0.45,1.40,
,"89 Moo 15 Tumtaopattana village Klangdong sub-district, Pak Chong",1.46916E+16,1.01244E+17,905,Mangifera indica,Apr-19,4.10,0.39,1.55,
,"89 Moo 15 Tumtaopattana village Klangdong sub-district, Pak Chong",1.46918E+16,1.01244E+17,906,Mangifera indica,Apr-19,4.10,0.68,1.50,
,"89 Moo 15 Tumtaopattana village Klangdong sub-district, Pak Chong",1.46915E+16,1.01244E+17,902,Mangifera indica,Apr-19,4.20,0.65,1.55,
,Bungteoi Moosi Pak Chong sub-district (Brother),1.4544E+16,1.01471E+16,1718,Mangifera indica,Feb-18,4.20,1.05,1.60,
,Bungteoi Moosi Pak Chong sub-district (Brother),1.45441E+16,1.01471E+15,1721,Mangifera indica,Feb-18,4.20,1.05,1.45,
,"89 Moo 15 Tumtaopattana village Klangdong sub-district, Pak Chong",1.4692E+15,1.01244E+17,910,Mangifera indica,Apr-19,4.30,0.43,1.55,
,"89 Moo 15 Tumtaopattana village Klangdong sub-district, Pak Chong",1.46915E+16,1.01244E+17,893,Mangifera indica,Apr-19,4.50,1.1,2.05,
,Bungteoi Moosi Pak Chong sub-district (Brother),1.45437E+16,1.01471E+16,1832,Mangifera indica,Feb-18,4.50,0.54,1.55,
